mean_fit_time,mean_score_time,mean_test_score,param_SVM__C,param_SVM__cache_size,param_SVM__coef0,param_SVM__degree,param_SVM__gamma,param_SVM__kernel,param_SVM__max_iter,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,std_fit_time,std_score_time,std_test_score
0.0818246205648,0.019918680191,0.27689041867,0.001,200,0,3,1.0,poly,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 1.0, 'SVM__kernel': 'poly', 'SVM__cache_size': 200}",312,0.252701834104,0.301892018615,0.276171786477,0.00247294680142,0.00211984420723,0.0201083305937
0.0952809651693,0.0371897220612,0.166666666667,0.001,200,0,3,1.0,rbf,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 1.0, 'SVM__kernel': 'rbf', 'SVM__cache_size': 200}",998,0.166666666667,0.166666666667,0.166666666667,0.000882929043004,0.000316593121639,3.5889886836e-17
0.045339345932,0.020227988561,0.21381327733,0.001,200,0,3,10.0,linear,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 10.0, 'SVM__kernel': 'linear', 'SVM__cache_size': 200}",909,0.216568558198,0.215629650627,0.209212039309,0.00155443095613,0.00201677078031,0.0032663723716
0.12623556455,0.0161884625753,0.302673816526,0.001,200,0,3,10.0,poly,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 10.0, 'SVM__kernel': 'poly', 'SVM__cache_size': 200}",41,0.309316636125,0.274990485693,0.323772461105,0.0029173377727,0.000375390101167,0.0204453251154
0.105281035105,0.0384655793508,0.166666666667,0.001,200,0,3,10.0,rbf,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 10.0, 'SVM__kernel': 'rbf', 'SVM__cache_size': 200}",998,0.166666666667,0.166666666667,0.166666666667,0.00314061507998,0.00230664116667,3.5889886836e-17
0.0447042783101,0.018669684728,0.21381327733,0.001,200,0,3,100.0,linear,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 100.0, 'SVM__kernel': 'linear', 'SVM__cache_size': 200}",909,0.216568558198,0.215629650627,0.209212039309,0.000412937139939,0.000203227408828,0.0032663723716
0.116430997849,0.0152685642242,0.304851945037,0.001,200,0,3,100.0,poly,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 100.0, 'SVM__kernel': 'poly', 'SVM__cache_size': 200}",25,0.295360139736,0.294564854866,0.324749026381,0.0018068295683,0.000169519577749,0.0140307125201
0.0889728864034,0.0307530562083,0.166666666667,0.001,200,0,3,100.0,rbf,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 100.0, 'SVM__kernel': 'rbf', 'SVM__cache_size': 200}",998,0.166666666667,0.166666666667,0.166666666667,0.00241698878279,0.00114730472514,3.5889886836e-17
0.045605023702,0.0206966400146,0.21381327733,0.001,200,0,3,1000.0,linear,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 1000.0, 'SVM__kernel': 'linear', 'SVM__cache_size': 200}",909,0.216568558198,0.215629650627,0.209212039309,0.00340136996428,0.00144052664649,0.0032663723716
0.123519261678,0.0174833933512,0.301706143625,0.001,200,0,3,1000.0,poly,3000,"{'SVM__max_iter': 3000, 'SVM__coef0': 0, 'SVM__C': 0.001, 'SVM__degree': 3, 'SVM__gamma': 1000.0, 'SVM__kernel': 'poly', 'SVM__cache_size': 200}",48,0.316193125729,0.292372604025,0.296473399272,0.00292460342464,0.00190462804852,0.0104099808448
