0,1,2,3
0.5,0.5,0.5,0.5
0.883333333333,0.84126984127,0.825396825397,0.877049180328
0.804812834225,0.821296296296,0.789719626168,0.800925925926
0.866312741313,0.801948051948,0.892156862745,0.836538461538
0.850970285021,0.784770784771,0.8425,0.870187018702
0.799410351605,0.824306617165,0.813879210221,0.848
0.803802816901,0.831574394464,0.802687713311,0.833740085418
0.820764582849,0.795782012549,0.77581120944,0.82361516035
0.853075268817,0.799603174603,0.733000340561,0.773316283035
0.835810713773,0.794473995272,0.780244029076,0.773041474654
0.813993865386,0.799687108886,0.723230490018,0.802083333333
0.790110518293,0.823957678609,0.73968407479,0.771475848472
0.801200300075,0.786786987522,0.731396653267,0.743435200905
0.792754275428,0.810189536341,0.738330200501,0.788817799847
0.798367346939,0.801598837209,0.736646279307,0.773426573427
0.737950937951,0.793911804781,0.763770870096,0.758262511804
0.770204376837,0.801972073876,0.757988136185,0.762938745296
0.775052225788,0.812367650908,0.750881555154,0.791603718024
0.76329869727,0.824404761905,0.738800365371,0.785081292303
0.765593434343,0.802799889113,0.742327293318,0.77588042588
0.71875,0.796869231337,0.74569914247,0.773233886856
0.759408808115,0.794651995906,0.75510971085,0.767156270496
0.767885921492,0.779781444683,0.760552078318,0.768383501291
0.765999583073,0.764770879902,0.749344569288,0.774144938125
0.766018933732,0.761030251794,0.762366139725,0.786459600465
0.756742394048,0.760969269138,0.73779491833,0.789662084765
0.752392393001,0.759142156863,0.746111216072,0.779831325813
0.741040566761,0.759047132643,0.753190218909,0.760342857143
0.71604770133,0.762650225501,0.746355843802,0.780420120837
0.725877808989,0.755687223225,0.734848361853,0.779678383721
0.739886189922,0.753197082017,0.747697338123,0.772609585742
0.743243336939,0.755534028608,0.728768236854,0.770048118257
0.745786053729,0.753582359717,0.73126542702,0.76345565246
