0,1,2,3
0.475,0.5,0.5,0.4
0.67903449131,0.690206435944,0.582203907204,0.666723259762
0.609768009768,0.637406015038,0.567282428616,0.596959950819
0.601270138796,0.637275074673,0.643980639671,0.718611244423
0.684133634832,0.666970174337,0.6384385227,0.692026009693
0.668474857819,0.688917194905,0.669796153187,0.716929540633
0.679589229151,0.690319134258,0.680756986703,0.701123883
0.661782597126,0.713703552813,0.674286165004,0.705433724862
0.678200171243,0.695273770316,0.665260279703,0.722536230524
0.675414890746,0.70071869662,0.641160226872,0.732384350752
0.675167519718,0.719269623282,0.691946492492,0.745431305125
0.676110666698,0.703534586628,0.701265944457,0.749972027734
0.672001059313,0.734362698657,0.706075140253,0.746165625048
0.685848713073,0.726117603597,0.71544325317,0.744263379252
0.669904251337,0.719695223317,0.710554203664,0.736618125329
0.678562312277,0.725428124818,0.70565736277,0.748840147422
0.685881276028,0.72056473434,0.723661686015,0.725039468315
0.677367270421,0.737938708248,0.7149206185,0.734070401362
0.709214791418,0.720534417353,0.706781340592,0.725791748272
0.72051956429,0.724344383612,0.706884554966,0.729013748845
0.717202539434,0.734194370546,0.717936781735,0.738495360212
0.739685607861,0.726467030579,0.727600756779,0.734552748955
0.720532748235,0.736331660168,0.714891171972,0.732760908896
0.732427205759,0.741589863688,0.719446386393,0.727361365537
0.724303530865,0.725063962708,0.722513050322,0.734728885828
0.730260032635,0.732000609561,0.71736390173,0.721565704929
0.738014891808,0.737427792062,0.722821910791,0.743092037913
0.733824376213,0.741790523029,0.72457141877,0.730934352261
0.719444189235,0.736517593346,0.72471365724,0.724831562099
0.734862041736,0.729570527182,0.718445042098,0.73336215211
0.724574145426,0.731009232775,0.717013678231,0.724879736663
0.720753829014,0.719243115552,0.707525576133,0.729086989068
0.725986869273,0.745747853247,0.726960997385,0.72924752241
