0,1,2,3
1.0,1.0,1.0,1.0
0.966666666667,1.0,1.0,1.0
0.936274509804,0.893518518519,0.953271028037,0.967592592593
0.905405405405,0.918831168831,0.918300653595,0.923076923077
0.894329896907,0.866161616162,0.8975,0.908415841584
0.832605372352,0.807599912645,0.878048780488,0.89
0.763943661972,0.749307958478,0.749146757679,0.884228187919
0.770102254241,0.826400185917,0.874631268437,0.857871720117
0.858279569892,0.819444444444,0.784708820524,0.832395566922
0.780877495332,0.826388888889,0.800276912426,0.801075268817
0.753110712425,0.828410513141,0.776406533575,0.773958333333
0.750071455793,0.816205740624,0.759644315495,0.803830446416
0.758252063016,0.810873440285,0.750303823502,0.772524052066
0.761588658866,0.815123746867,0.720629699248,0.773300229183
0.752778649922,0.779105218378,0.72252803262,0.781526806527
0.771717171717,0.777684875511,0.757852585856,0.776709834075
0.757174186925,0.780874499332,0.750909725338,0.778637961878
0.737794241165,0.792214899236,0.739421338156,0.786751337925
0.731350806452,0.796031746032,0.747183598904,0.793454748447
0.762770562771,0.797107045266,0.750821064553,0.777252252252
0.7421875,0.806615963967,0.756977337958,0.764039778591
0.761063777621,0.789294396111,0.749584186285,0.767121750837
0.768360768965,0.780532819772,0.749930698414,0.768104029328
0.763185324161,0.769000203211,0.754962546816,0.77412971673
0.762431489786,0.765091623635,0.752501153445,0.788209931609
0.755081705859,0.765302024771,0.745122504537,0.770904925544
0.757238002555,0.762573529412,0.744977643428,0.762432817114
0.735869319977,0.760442506931,0.745967081756,0.77840952381
0.72497680476,0.762489463577,0.735647875187,0.771489040326
0.729985955056,0.754735935706,0.738209078806,0.773265345484
0.736989738076,0.754319383325,0.73950753738,0.777336223507
0.736240535818,0.752730945216,0.728768236854,0.762695177081
0.744088837164,0.751887444463,0.73878887609,0.770722395919
